,longitude,latitude,month,hour,day,local_authority_(district),1st_road_class,1st_road_number,speed_limit,accident,weather_conditions,junction_detail
21634,-1.391778,50.902003,9,14,9,561,6,0,30,0,1,6
21635,-1.391778,50.902003,8,19,24,472,6,0,30,0,1,6
21636,0.147416,51.457448,5,8,17,18,5,0,30,1,1,0
21637,0.147416,51.457448,10,7,25,148,5,0,30,0,1,0
21638,0.147416,51.457448,9,11,20,730,5,0,30,0,1,0
21639,0.147416,51.457448,3,11,6,285,5,0,30,0,1,0
21640,-1.191969,53.129722,6,7,28,344,6,0,30,1,1,3
21641,-1.191969,53.129722,4,4,19,248,6,0,30,0,1,3
21642,-1.191969,53.129722,4,16,15,806,6,0,30,0,1,3
21643,-1.191969,53.129722,11,10,15,189,6,0,30,0,1,3
21644,1.130594,51.091526,11,15,14,539,1,20,70,1,2,0
21645,1.130594,51.091526,6,8,26,542,1,20,70,0,2,0
21646,1.130594,51.091526,3,3,15,844,1,20,70,0,2,0
21647,1.130594,51.091526,12,3,1,764,1,20,70,0,2,0
21648,-0.218536,51.482285,6,8,15,11,3,219,30,1,9,3
21649,-0.218536,51.482285,5,12,18,787,3,219,30,0,9,3
21650,-0.218536,51.482285,3,13,13,130,3,219,30,0,9,3
21651,-0.218536,51.482285,10,15,19,472,3,219,30,0,9,3
21652,-0.754586,50.83038,5,11,14,559,3,27,40,1,5,1
21653,-0.754586,50.83038,8,13,17,722,3,27,40,0,5,1
21654,-0.754586,50.83038,11,8,12,863,3,27,40,0,5,1
21655,-0.754586,50.83038,7,8,12,352,3,27,40,0,5,1
21656,-0.18884,51.595584,6,9,20,30,3,504,30,1,1,2
21657,-0.18884,51.595584,12,22,21,773,3,504,30,0,1,2
21658,-0.18884,51.595584,11,0,6,858,3,504,30,0,1,2
21659,-0.18884,51.595584,4,19,6,99,3,504,30,0,1,2
21660,-1.143703,50.683866,4,6,22,505,3,3055,30,1,1,2
21661,-1.143703,50.683866,8,7,10,407,3,3055,30,0,1,2
21662,-1.143703,50.683866,10,21,1,337,3,3055,30,0,1,2
21663,-1.143703,50.683866,11,17,10,610,3,3055,30,0,1,2
21664,-1.334301,52.056475,1,14,16,481,3,4260,40,1,1,0
21665,-1.334301,52.056475,4,0,26,363,3,4260,40,0,1,0
21666,-1.334301,52.056475,3,13,4,612,3,4260,40,0,1,0
21667,-1.334301,52.056475,5,2,19,221,3,4260,40,0,1,0
21668,-1.980921,52.575137,2,0,19,307,6,0,30,1,1,3
21669,-1.980921,52.575137,2,15,10,181,6,0,30,0,1,3
21670,-1.980921,52.575137,8,7,16,368,6,0,30,0,1,3
21671,-1.980921,52.575137,8,23,9,195,6,0,30,0,1,3
21672,-0.445306,51.530651,5,18,24,26,6,0,30,1,1,3
21673,-0.445306,51.530651,1,2,19,387,6,0,30,0,1,3
21674,-0.445306,51.530651,7,6,18,882,6,0,30,0,1,3
21675,-0.445306,51.530651,2,1,24,929,6,0,30,0,1,3
21676,-0.414933,50.841001,9,15,19,564,3,27,40,1,1,3
21677,-0.414933,50.841001,5,11,4,743,3,27,40,0,1,3
21678,-0.414933,50.841001,4,23,15,38,3,27,40,0,1,3
21679,-0.414933,50.841001,11,22,24,486,3,27,40,0,1,3
21680,-0.330701,51.577635,1,19,20,29,3,404,30,1,2,0
21681,-0.330701,51.577635,3,19,24,624,3,404,30,0,2,0
21682,-0.330701,51.577635,4,1,22,179,3,404,30,0,2,0
21683,-0.330701,51.577635,2,0,1,96,3,404,30,0,2,0
21684,0.366303,51.66351,3,16,26,452,4,1002,40,1,1,3
21685,0.366303,51.66351,4,17,20,570,4,1002,40,0,1,3
21686,0.366303,51.66351,6,4,12,814,4,1002,40,0,1,3
21687,0.366303,51.66351,8,5,28,163,4,1002,40,0,1,3
21688,-3.510051,50.716255,4,17,14,581,6,0,30,1,1,0
21689,-3.510051,50.716255,4,18,16,217,6,0,30,0,1,0
21690,-3.510051,50.716255,8,5,15,211,6,0,30,0,1,0
21691,-3.510051,50.716255,8,13,15,884,6,0,30,0,1,0
21692,-1.648293,53.817757,10,18,29,204,6,0,30,1,1,3
21693,-1.648293,53.817757,11,10,7,531,6,0,30,0,1,3
21694,-1.648293,53.817757,3,2,6,49,6,0,30,0,1,3
21695,-1.648293,53.817757,8,22,10,744,6,0,30,0,1,3
21696,-1.982688,52.585026,9,17,28,307,6,0,30,1,1,0
21697,-1.982688,52.585026,6,9,27,925,6,0,30,0,1,0
21698,-1.982688,52.585026,12,3,20,238,6,0,30,0,1,0
21699,-1.982688,52.585026,6,6,11,155,6,0,30,0,1,0
21700,-1.484061,53.379196,5,15,15,215,3,61,40,1,1,0
21701,-1.484061,53.379196,3,6,8,124,3,61,40,0,1,0
21702,-1.484061,53.379196,10,9,1,428,3,61,40,0,1,0
21703,-1.484061,53.379196,5,14,10,415,3,61,40,0,1,0
21704,-0.149015,51.477701,7,14,24,10,3,3216,30,1,2,1
21705,-0.149015,51.477701,7,4,2,384,3,3216,30,0,2,1
21706,-0.149015,51.477701,4,3,9,554,3,3216,30,0,2,1
21707,-0.149015,51.477701,9,16,3,158,3,3216,30,0,2,1
21708,-0.626505,51.799133,6,22,19,431,5,69,60,1,9,0
21709,-0.626505,51.799133,11,18,16,900,5,69,60,0,9,0
21710,-0.626505,51.799133,2,2,14,260,5,69,60,0,9,0
21711,-0.626505,51.799133,4,5,5,336,5,69,60,0,9,0
21712,-2.926912,53.156503,4,9,24,130,3,55,70,1,1,0
21713,-2.926912,53.156503,2,19,17,292,3,55,70,0,1,0
21714,-2.926912,53.156503,10,13,27,166,3,55,70,0,1,0
21715,-2.926912,53.156503,9,2,7,466,3,55,70,0,1,0
21716,-0.484606,52.13903,11,14,14,420,6,0,20,1,2,6
21717,-0.484606,52.13903,3,11,3,710,6,0,20,0,2,6
21718,-0.484606,52.13903,1,5,20,682,6,0,20,0,2,6
21719,-0.484606,52.13903,5,1,8,26,6,0,20,0,2,6
21720,-1.543416,53.295564,3,19,24,327,4,6054,60,1,1,0
21721,-1.543416,53.295564,5,8,11,485,4,6054,60,0,1,0
21722,-1.543416,53.295564,5,12,28,566,4,6054,60,0,1,0
21723,-1.543416,53.295564,11,14,15,240,4,6054,60,0,1,0
21724,-0.097898,51.439473,12,11,21,9,3,205,30,1,1,3
21725,-0.097898,51.439473,12,2,18,410,3,205,30,0,1,3
21726,-0.097898,51.439473,3,10,12,718,3,205,30,0,1,3
21727,-0.097898,51.439473,11,13,12,425,3,205,30,0,1,3
21728,-0.06133,51.227273,9,13,20,516,6,395,40,1,1,3
21729,-0.06133,51.227273,2,12,14,590,6,395,40,0,1,3
21730,-0.06133,51.227273,2,16,10,213,6,395,40,0,1,3
21731,-0.06133,51.227273,10,11,22,915,6,395,40,0,1,3
21732,-1.640594,54.979605,6,19,17,147,5,116,30,1,1,6
21733,-1.640594,54.979605,3,5,20,134,5,116,30,0,1,6
21734,-1.640594,54.979605,3,8,5,751,5,116,30,0,1,6
21735,-1.640594,54.979605,5,7,20,86,5,116,30,0,1,6
21736,-0.105495,52.228654,7,15,15,395,3,428,60,1,1,0
21737,-0.105495,52.228654,9,18,17,865,3,428,60,0,1,0
21738,-0.105495,52.228654,12,13,10,615,3,428,60,0,1,0
21739,-0.105495,52.228654,1,12,13,364,3,428,60,0,1,0
21740,1.303989,51.131457,9,1,19,533,3,256,30,1,1,3
21741,1.303989,51.131457,7,16,4,54,3,256,30,0,1,3
21742,1.303989,51.131457,6,20,19,760,3,256,30,0,1,3
21743,1.303989,51.131457,4,10,8,94,3,256,30,0,1,3
21744,-0.404041,51.477942,3,16,21,25,3,312,30,1,1,1
21745,-0.404041,51.477942,11,13,14,671,3,312,30,0,1,1
21746,-0.404041,51.477942,8,23,26,801,3,312,30,0,1,1
21747,-0.404041,51.477942,2,6,25,810,3,312,30,0,1,1
21748,-0.09412,51.374665,7,15,21,20,5,0,30,1,1,3
21749,-0.09412,51.374665,12,8,22,361,5,0,30,0,1,3
21750,-0.09412,51.374665,4,16,1,536,5,0,30,0,1,3
21751,-0.09412,51.374665,12,16,2,736,5,0,30,0,1,3
21752,-2.47665,53.755872,10,19,28,70,6,0,30,1,1,0
21753,-2.47665,53.755872,11,5,10,130,6,0,30,0,1,0
21754,-2.47665,53.755872,1,7,15,731,6,0,30,0,1,0
21755,-2.47665,53.755872,12,18,2,638,6,0,30,0,1,0
21756,0.117853,51.756687,6,12,24,457,3,1169,40,1,1,2
21757,0.117853,51.756687,4,1,24,933,3,1169,40,0,1,2
21758,0.117853,51.756687,1,3,21,656,3,1169,40,0,1,2
21759,0.117853,51.756687,9,15,18,523,3,1169,40,0,1,2
21760,-3.924087,55.770864,8,18,19,932,4,7032,30,1,2,9
21761,-3.924087,55.770864,3,10,16,359,4,7032,30,0,2,9
21762,-3.924087,55.770864,12,13,17,902,4,7032,30,0,2,9
21763,-3.924087,55.770864,6,20,26,658,4,7032,30,0,2,9
21764,-2.323231,53.388851,5,22,17,112,5,0,30,1,1,9
21765,-2.323231,53.388851,11,9,5,430,5,0,30,0,1,9
21766,-2.323231,53.388851,5,23,15,29,5,0,30,0,1,9
21767,-2.323231,53.388851,1,15,22,369,5,0,30,0,1,9
21768,-0.192687,51.647799,7,18,29,30,5,0,30,1,1,3
21769,-0.192687,51.647799,1,22,15,783,5,0,30,0,1,3
21770,-0.192687,51.647799,5,4,13,655,5,0,30,0,1,3
21771,-0.192687,51.647799,10,23,6,294,5,0,30,0,1,3
21772,-5.248461,50.230482,5,8,21,596,3,3047,20,1,1,0
21773,-5.248461,50.230482,3,4,20,355,3,3047,20,0,1,0
21774,-5.248461,50.230482,6,15,21,49,3,3047,20,0,1,0
21775,-5.248461,50.230482,2,21,10,257,3,3047,20,0,1,0
21776,-3.180286,54.15629,6,11,23,61,6,0,20,1,1,0
21777,-3.180286,54.15629,2,8,3,697,6,0,20,0,1,0
21778,-3.180286,54.15629,8,11,1,158,6,0,20,0,1,0
21779,-3.180286,54.15629,2,2,17,417,6,0,20,0,1,0
21780,-0.247377,52.332808,5,11,30,393,3,14,40,1,1,1
21781,-0.247377,52.332808,3,21,3,554,3,14,40,0,1,1
21782,-0.247377,52.332808,11,7,13,29,3,14,40,0,1,1
21783,-0.247377,52.332808,9,9,13,207,3,14,40,0,1,1
21784,-2.205507,53.043284,12,10,17,257,4,5051,30,1,1,0
21785,-2.205507,53.043284,4,5,6,790,4,5051,30,0,1,0
21786,-2.205507,53.043284,9,11,8,409,4,5051,30,0,1,0
21787,-2.205507,53.043284,8,0,11,672,4,5051,30,0,1,0
21788,-0.146946,51.53585,11,17,21,2,3,4201,30,1,1,6
21789,-0.146946,51.53585,10,17,25,819,3,4201,30,0,1,6
21790,-0.146946,51.53585,8,0,16,918,3,4201,30,0,1,6
21791,-0.146946,51.53585,3,17,18,675,3,4201,30,0,1,6
21792,1.397483,51.360673,12,17,23,541,3,256,30,1,2,1
21793,1.397483,51.360673,3,1,26,46,3,256,30,0,2,1
21794,1.397483,51.360673,1,8,21,439,3,256,30,0,2,1
21795,1.397483,51.360673,5,21,1,341,3,256,30,0,2,1
21796,-0.508833,51.38823,5,17,27,514,6,3013,30,1,1,9
21797,-0.508833,51.38823,1,20,2,123,6,3013,30,0,1,9
21798,-0.508833,51.38823,10,4,23,233,6,3013,30,0,1,9
21799,-0.508833,51.38823,12,10,22,168,6,3013,30,0,1,9
21800,-2.88973,53.434943,12,13,24,91,6,0,30,1,1,0
21801,-2.88973,53.434943,2,20,11,333,6,0,30,0,1,0
21802,-2.88973,53.434943,1,11,20,709,6,0,30,0,1,0
21803,-2.88973,53.434943,6,12,21,772,6,0,30,0,1,0
21804,0.041835,51.443058,8,23,29,6,6,0,30,1,1,0
21805,0.041835,51.443058,5,19,12,66,6,0,30,0,1,0
21806,0.041835,51.443058,5,21,20,856,6,0,30,0,1,0
21807,0.041835,51.443058,5,0,20,80,6,0,30,0,1,0
21808,-2.108416,52.576257,8,22,27,309,6,0,30,1,1,0
21809,-2.108416,52.576257,10,20,9,528,6,0,30,0,1,0
21810,-2.108416,52.576257,11,17,23,29,6,0,30,0,1,0
21811,-2.108416,52.576257,9,9,18,172,6,0,30,0,1,0
21812,-0.011876,51.686673,7,11,25,430,3,121,40,1,1,0
21813,-0.011876,51.686673,2,0,8,608,3,121,40,0,1,0
21814,-0.011876,51.686673,8,14,13,440,3,121,40,0,1,0
21815,-0.011876,51.686673,12,22,25,222,3,121,40,0,1,0
21816,-3.207137,51.588345,9,3,13,731,3,468,40,1,1,0
21817,-3.207137,51.588345,12,23,9,850,3,468,40,0,1,0
21818,-3.207137,51.588345,7,3,22,289,3,468,40,0,1,0
21819,-3.207137,51.588345,12,17,3,514,3,468,40,0,1,0
21820,-2.09625,53.548346,1,21,25,104,6,0,30,1,9,6
21821,-2.09625,53.548346,3,23,13,161,6,0,30,0,9,6
21822,-2.09625,53.548346,12,4,4,670,6,0,30,0,9,6
21823,-2.09625,53.548346,5,4,24,895,6,0,30,0,9,6
21824,-0.776208,51.337572,7,16,28,470,6,7002,30,1,1,1
21825,-0.776208,51.337572,10,4,14,19,6,7002,30,0,1,1
21826,-0.776208,51.337572,11,19,3,65,6,7002,30,0,1,1
21827,-0.776208,51.337572,1,2,13,437,6,7002,30,0,1,1
21828,-1.826537,53.640578,3,17,30,203,6,0,30,1,2,6
21829,-1.826537,53.640578,4,2,7,106,6,0,30,0,2,6
21830,-1.826537,53.640578,6,6,23,766,6,0,30,0,2,6
21831,-1.826537,53.640578,7,6,16,788,6,0,30,0,2,6
21832,-1.106592,51.262857,10,14,17,490,3,340,70,1,1,0
21833,-1.106592,51.262857,12,9,8,544,3,340,70,0,1,0
21834,-1.106592,51.262857,7,8,1,558,3,340,70,0,1,0
21835,-1.106592,51.262857,11,16,19,378,3,340,70,0,1,0
21836,-4.136483,55.902226,7,17,30,932,1,80,60,1,1,1
21837,-4.136483,55.902226,6,14,1,812,1,80,60,0,1,1
21838,-4.136483,55.902226,11,22,11,146,1,80,60,0,1,1
21839,-4.136483,55.902226,8,19,17,187,1,80,60,0,1,1
21840,-1.216807,52.97342,10,16,20,346,6,0,30,1,1,0
21841,-1.216807,52.97342,2,21,6,521,6,0,30,0,1,0
21842,-1.216807,52.97342,1,1,10,445,6,0,30,0,1,0
21843,-1.216807,52.97342,11,8,7,604,6,0,30,0,1,0
21844,0.055149,51.634855,9,0,24,456,6,0,30,1,1,3
21845,0.055149,51.634855,9,18,9,749,6,0,30,0,1,3
21846,0.055149,51.634855,5,9,7,418,6,0,30,0,1,3
21847,0.055149,51.634855,11,13,24,855,6,0,30,0,1,3
21848,-2.848803,54.061476,1,18,27,76,6,0,30,1,1,3
21849,-2.848803,54.061476,11,1,12,900,6,0,30,0,1,3
21850,-2.848803,54.061476,2,16,9,154,6,0,30,0,1,3
21851,-2.848803,54.061476,2,23,14,58,6,0,30,0,1,3
21852,-1.530339,54.991092,3,12,16,148,5,206,30,1,1,6
21853,-1.530339,54.991092,12,22,3,472,5,206,30,0,1,6
21854,-1.530339,54.991092,5,16,22,618,5,206,30,0,1,6
21855,-1.530339,54.991092,10,20,3,137,5,206,30,0,1,6
21856,-0.332574,51.314607,12,18,18,512,1,25,70,1,1,0
21857,-0.332574,51.314607,8,13,20,879,1,25,70,0,1,0
21858,-0.332574,51.314607,12,7,22,562,1,25,70,0,1,0
21859,-0.332574,51.314607,10,3,4,306,1,25,70,0,1,0
21860,-1.150071,52.663321,10,19,23,364,6,1202,30,1,1,0
21861,-1.150071,52.663321,7,3,19,406,6,1202,30,0,1,0
21862,-1.150071,52.663321,2,15,27,55,6,1202,30,0,1,0
21863,-1.150071,52.663321,3,6,5,66,6,1202,30,0,1,0
21864,-1.63492,53.717041,9,13,24,203,3,652,30,1,1,6
21865,-1.63492,53.717041,8,18,21,479,3,652,30,0,1,6
21866,-1.63492,53.717041,2,10,5,325,3,652,30,0,1,6
21867,-1.63492,53.717041,9,21,14,887,3,652,30,0,1,6
21868,-0.177609,51.117449,5,17,28,560,6,0,30,1,1,3
21869,-0.177609,51.117449,6,16,1,91,6,0,30,0,1,3
21870,-0.177609,51.117449,10,8,14,694,6,0,30,0,1,3
21871,-0.177609,51.117449,4,20,19,462,6,0,30,0,1,3
21872,-0.117601,51.513171,6,11,18,1,3,4,30,1,1,3
21873,-0.117601,51.513171,3,7,13,630,3,4,30,0,1,3
21874,-0.117601,51.513171,7,6,25,28,3,4,30,0,1,3
21875,-0.117601,51.513171,10,15,25,575,3,4,30,0,1,3
21876,-0.355948,51.621873,2,7,24,29,5,0,30,1,2,0
21877,-0.355948,51.621873,12,6,18,274,5,0,30,0,2,0
21878,-0.355948,51.621873,8,4,18,842,5,0,30,0,2,0
21879,-0.355948,51.621873,5,13,5,687,5,0,30,0,2,0
21880,-0.344452,53.743359,6,23,19,228,3,1079,30,1,1,6
21881,-0.344452,53.743359,7,22,19,789,3,1079,30,0,1,6
21882,-0.344452,53.743359,9,2,26,543,3,1079,30,0,1,6
21883,-0.344452,53.743359,3,1,7,908,3,1079,30,0,1,6
21884,1.125079,52.589039,1,10,24,406,5,169,60,1,1,0
21885,1.125079,52.589039,4,1,24,132,5,169,60,0,1,0
21886,1.125079,52.589039,4,10,14,190,5,169,60,0,1,0
21887,1.125079,52.589039,10,4,9,286,5,169,60,0,1,0
21888,-4.299216,55.857466,1,14,20,926,6,0,30,1,1,9
21889,-4.299216,55.857466,8,2,20,895,6,0,30,0,1,9
21890,-4.299216,55.857466,8,21,4,337,6,0,30,0,1,9
21891,-4.299216,55.857466,1,11,17,916,6,0,30,0,1,9
21892,-1.869683,50.729139,6,17,22,640,4,3064,30,1,1,6
21893,-1.869683,50.729139,6,2,23,797,4,3064,30,0,1,6
21894,-1.869683,50.729139,2,20,18,251,4,3064,30,0,1,6
21895,-1.869683,50.729139,4,5,11,771,4,3064,30,0,1,6
21896,-1.082077,50.813379,3,21,21,498,3,2047,30,1,1,0
21897,-1.082077,50.813379,5,15,14,360,3,2047,30,0,1,0
21898,-1.082077,50.813379,10,22,28,393,3,2047,30,0,1,0
21899,-1.082077,50.813379,7,7,13,705,3,2047,30,0,1,0
21900,-0.418214,51.877234,3,14,25,421,4,4540,20,1,1,0
21901,-0.418214,51.877234,7,13,3,879,4,4540,20,0,1,0
21902,-0.418214,51.877234,7,12,1,21,4,4540,20,0,1,0
21903,-0.418214,51.877234,10,2,17,347,4,4540,20,0,1,0
21904,-1.659042,55.09265,8,10,20,139,5,368,60,1,1,5
21905,-1.659042,55.09265,11,5,25,103,5,368,60,0,1,5
21906,-1.659042,55.09265,2,11,7,189,5,368,60,0,1,5
21907,-1.659042,55.09265,1,20,9,2,5,368,60,0,1,5
21908,-1.325332,53.488471,9,17,14,213,3,6022,30,1,2,6
21909,-1.325332,53.488471,12,20,21,918,3,6022,30,0,2,6
21910,-1.325332,53.488471,10,17,2,880,3,6022,30,0,2,6
21911,-1.325332,53.488471,7,23,21,564,3,6022,30,0,2,6
21912,-1.678694,54.651022,9,11,29,169,5,130,30,1,1,3
21913,-1.678694,54.651022,12,22,8,573,5,130,30,0,1,3
21914,-1.678694,54.651022,5,19,25,567,5,130,30,0,1,3
21915,-1.678694,54.651022,5,2,11,107,5,130,30,0,1,3
21916,-1.267119,51.689403,1,17,21,483,6,100,40,1,1,3
21917,-1.267119,51.689403,8,0,23,591,6,100,40,0,1,3
21918,-1.267119,51.689403,3,22,19,802,6,100,40,0,1,3
21919,-1.267119,51.689403,8,21,5,245,6,100,40,0,1,3
21920,-1.128664,52.642317,10,17,27,364,3,607,30,1,1,3
21921,-1.128664,52.642317,10,15,9,930,3,607,30,0,1,3
21922,-1.128664,52.642317,1,21,23,445,3,607,30,0,1,3
21923,-1.128664,52.642317,5,2,8,260,3,607,30,0,1,3
21924,-1.138841,52.955828,5,19,30,346,6,0,30,1,1,0
21925,-1.138841,52.955828,3,3,28,817,6,0,30,0,1,0
21926,-1.138841,52.955828,8,20,4,628,6,0,30,0,1,0
21927,-1.138841,52.955828,7,14,24,612,6,0,30,0,1,0
21928,-0.049409,51.537326,8,21,23,4,3,106,30,1,1,6
21929,-0.049409,51.537326,9,17,14,907,3,106,30,0,1,6
21930,-0.049409,51.537326,9,5,8,239,3,106,30,0,1,6
21931,-0.049409,51.537326,5,16,24,170,3,106,30,0,1,6
21932,-1.620895,54.689957,5,1,30,169,5,152,40,1,1,0
21933,-1.620895,54.689957,12,4,13,291,5,152,40,0,1,0
21934,-1.620895,54.689957,6,6,26,374,5,152,40,0,1,0
21935,-1.620895,54.689957,10,16,20,593,5,152,40,0,1,0
21936,-0.066746,53.496603,10,17,21,351,3,16,60,1,1,3
21937,-0.066746,53.496603,3,4,13,392,3,16,60,0,1,3
21938,-0.066746,53.496603,11,3,5,223,3,16,60,0,1,3
21939,-0.066746,53.496603,1,15,11,938,3,16,60,0,1,3
21940,-0.217746,51.532091,5,18,13,28,4,450,30,1,1,6
21941,-0.217746,51.532091,4,3,6,542,4,450,30,0,1,6
21942,-0.217746,51.532091,12,2,6,646,4,450,30,0,1,6
21943,-0.217746,51.532091,4,3,10,69,4,450,30,0,1,6
21944,-3.299452,55.916494,7,16,19,923,3,720,70,1,1,0
21945,-3.299452,55.916494,3,3,9,465,3,720,70,0,1,0
21946,-3.299452,55.916494,10,11,13,256,3,720,70,0,1,0
21947,-3.299452,55.916494,2,2,27,277,3,720,70,0,1,0
21948,-0.264669,51.522813,7,9,21,27,3,40,40,1,1,0
21949,-0.264669,51.522813,4,17,25,645,3,40,40,0,1,0
21950,-0.264669,51.522813,11,1,28,583,3,40,40,0,1,0
21951,-0.264669,51.522813,3,19,5,580,3,40,40,0,1,0
21952,-0.171043,51.51024,4,13,23,1,6,0,30,1,1,0
21953,-0.171043,51.51024,10,4,5,373,6,0,30,0,1,0
21954,-0.171043,51.51024,12,11,5,816,6,0,30,0,1,0
21955,-0.171043,51.51024,9,7,13,104,6,0,30,0,1,0
21956,-0.317429,51.600915,11,12,21,29,5,0,30,1,9,3
21957,-0.317429,51.600915,9,15,2,107,5,0,30,0,9,3
21958,-0.317429,51.600915,8,19,3,410,5,0,30,0,9,3
21959,-0.317429,51.600915,7,5,8,853,5,0,30,0,9,3
21960,-2.24256,51.40952,9,8,22,635,3,365,60,1,2,0
21961,-2.24256,51.40952,12,12,16,229,3,365,60,0,2,0
21962,-2.24256,51.40952,8,21,2,218,3,365,60,0,2,0
21963,-2.24256,51.40952,9,4,6,16,3,365,60,0,2,0
21964,-1.556213,53.687124,12,16,16,206,1,1,70,1,1,5
21965,-1.556213,53.687124,10,0,27,920,1,1,70,0,1,5
21966,-1.556213,53.687124,12,21,16,232,1,1,70,0,1,5
21967,-1.556213,53.687124,7,15,1,614,1,1,70,0,1,5
21968,-1.005953,52.951402,10,12,24,347,3,52,50,1,2,0
21969,-1.005953,52.951402,5,3,5,28,3,52,50,0,2,0
21970,-1.005953,52.951402,8,16,13,75,3,52,50,0,2,0
21971,-1.005953,52.951402,3,5,5,441,3,52,50,0,2,0
21972,-4.105764,50.36762,5,15,15,583,6,0,30,1,1,0
21973,-4.105764,50.36762,3,0,5,592,6,0,30,0,1,0
21974,-4.105764,50.36762,5,10,16,630,6,0,30,0,1,0
21975,-4.105764,50.36762,6,0,17,136,6,0,30,0,1,0
21976,-1.874085,52.472856,7,19,15,300,3,45,30,1,9,1
21977,-1.874085,52.472856,10,21,20,931,3,45,30,0,9,1
21978,-1.874085,52.472856,4,9,27,94,3,45,30,0,9,1
21979,-1.874085,52.472856,8,4,27,106,3,45,30,0,9,1
21980,-0.246543,52.587242,10,0,27,394,6,0,30,1,9,3
21981,-0.246543,52.587242,1,10,19,900,6,0,30,0,9,3
21982,-0.246543,52.587242,6,9,6,29,6,0,30,0,9,3
21983,-0.246543,52.587242,10,7,10,101,6,0,30,0,9,3
21984,-1.305708,51.459635,3,7,30,471,6,7116,60,1,1,8
21985,-1.305708,51.459635,12,8,21,919,6,7116,60,0,1,8
21986,-1.305708,51.459635,9,7,13,636,6,7116,60,0,1,8
21987,-1.305708,51.459635,1,5,6,340,6,7116,60,0,1,8
21988,-3.542365,50.4652,7,17,29,587,6,0,30,1,1,0
21989,-3.542365,50.4652,11,19,20,457,6,0,30,0,1,0
21990,-3.542365,50.4652,7,15,9,558,6,0,30,0,1,0
21991,-3.542365,50.4652,12,4,13,498,6,0,30,0,1,0
21992,-3.540304,54.513816,10,18,30,63,6,0,30,1,1,3
21993,-3.540304,54.513816,11,22,9,715,6,0,30,0,1,3
21994,-3.540304,54.513816,5,5,28,305,6,0,30,0,1,3
21995,-3.540304,54.513816,10,17,9,582,6,0,30,0,1,3
21996,-1.235634,53.103079,7,14,26,340,6,0,30,1,2,6
21997,-1.235634,53.103079,12,10,9,295,6,0,30,0,2,6
21998,-1.235634,53.103079,9,14,14,885,6,0,30,0,2,6
21999,-1.235634,53.103079,11,1,26,450,6,0,30,0,2,6
22000,-0.340948,53.794953,11,6,30,228,6,0,30,1,1,3
22001,-0.340948,53.794953,5,21,10,507,6,0,30,0,1,3
22002,-0.340948,53.794953,11,11,1,427,6,0,30,0,1,3
22003,-0.340948,53.794953,1,3,16,290,6,0,30,0,1,3
22004,-1.209397,52.406093,3,17,18,363,1,6,70,1,1,0
22005,-1.209397,52.406093,7,13,20,50,1,6,70,0,1,0
22006,-1.209397,52.406093,4,2,27,59,1,6,70,0,1,0
22007,-1.209397,52.406093,1,16,20,689,1,6,70,0,1,0
22008,-0.770392,52.038276,9,8,17,479,6,8106,30,1,1,6
22009,-0.770392,52.038276,4,14,24,642,6,8106,30,0,1,6
22010,-0.770392,52.038276,4,2,23,855,6,8106,30,0,1,6
22011,-0.770392,52.038276,10,12,10,473,6,8106,30,0,1,6
22012,-2.424602,52.449595,5,10,24,286,4,4363,30,1,2,0
22013,-2.424602,52.449595,6,14,18,909,4,4363,30,0,2,0
22014,-2.424602,52.449595,6,6,24,657,4,4363,30,0,2,0
22015,-2.424602,52.449595,12,20,11,402,4,4363,30,0,2,0
22016,-0.763155,53.037556,3,13,25,345,6,0,60,1,1,0
22017,-0.763155,53.037556,6,9,18,335,6,0,60,0,1,0
22018,-0.763155,53.037556,5,0,8,794,6,0,60,0,1,0
22019,-0.763155,53.037556,7,8,11,125,6,0,60,0,1,0
22020,-0.124129,51.4595,7,15,16,9,3,2217,30,1,1,3
22021,-0.124129,51.4595,8,9,15,280,3,2217,30,0,1,3
22022,-0.124129,51.4595,11,3,21,436,3,2217,30,0,1,3
22023,-0.124129,51.4595,1,13,24,909,3,2217,30,0,1,3
22024,-1.673299,53.805415,11,19,23,204,4,6157,30,1,1,3
22025,-1.673299,53.805415,7,20,4,508,4,6157,30,0,1,3
22026,-1.673299,53.805415,11,12,12,849,4,6157,30,0,1,3
22027,-1.673299,53.805415,10,9,19,574,4,6157,30,0,1,3
22028,-4.02823,55.863904,7,19,27,932,6,0,30,1,2,0
22029,-4.02823,55.863904,8,18,25,339,6,0,30,0,2,0
22030,-4.02823,55.863904,1,8,2,621,6,0,30,0,2,0
22031,-4.02823,55.863904,5,1,8,122,6,0,30,0,2,0
22032,-0.162571,51.466494,5,8,18,10,3,3220,30,1,1,6
22033,-0.162571,51.466494,3,1,15,934,3,3220,30,0,1,6
22034,-0.162571,51.466494,8,20,2,30,3,3220,30,0,1,6
22035,-0.162571,51.466494,9,23,28,307,3,3220,30,0,1,6
22036,-0.61286,50.984386,6,14,26,559,3,272,30,1,1,3
22037,-0.61286,50.984386,12,9,15,670,3,272,30,0,1,3
22038,-0.61286,50.984386,1,16,2,300,3,272,30,0,1,3
22039,-0.61286,50.984386,4,11,28,467,3,272,30,0,1,3
22040,-2.159909,53.420192,12,10,15,109,4,6167,30,1,1,3
22041,-2.159909,53.420192,4,11,27,79,4,6167,30,0,1,3
